1	-37.8125	145.4375
2	-37.8125	145.5625
3	-37.8125	145.6875
4	-37.8125	145.8125
5	-37.8125	145.9375
6	-37.8125	146.0625
7	-37.8125	146.1875
8	-37.8125	146.3125
9	-37.8125	146.4375
10	-37.8125	146.5625
11	-37.6875	143.8125
12	-37.6875	143.9375
13	-37.6875	144.0625
14	-37.6875	144.1875
15	-37.6875	144.3125
16	-37.6875	144.4375
17	-37.6875	145.1875
18	-37.6875	145.3125
19	-37.6875	145.4375
20	-37.6875	145.5625
21	-37.6875	145.6875
22	-37.6875	145.8125
23	-37.6875	145.9375
24	-37.6875	146.0625
25	-37.6875	146.1875
26	-37.6875	146.3125
27	-37.6875	146.4375
28	-37.6875	146.5625
29	-37.6875	146.6875
30	-37.5625	142.4375
31	-37.5625	142.5625
32	-37.5625	142.6875
33	-37.5625	142.8125
34	-37.5625	142.9375
35	-37.5625	143.0625
36	-37.5625	143.1875
37	-37.5625	143.4375
38	-37.5625	143.5625
39	-37.5625	143.6875
40	-37.5625	143.8125
41	-37.5625	143.9375
42	-37.5625	144.0625
43	-37.5625	144.1875
44	-37.5625	144.3125
45	-37.5625	144.4375
46	-37.5625	144.5625
47	-37.5625	144.6875
48	-37.5625	144.8125
49	-37.5625	144.9375
50	-37.5625	145.0625
51	-37.5625	145.1875
52	-37.5625	145.3125
53	-37.5625	145.4375
54	-37.5625	145.5625
55	-37.5625	145.6875
56	-37.5625	145.8125
57	-37.5625	145.9375
58	-37.5625	146.0625
59	-37.5625	146.1875
60	-37.5625	146.3125
61	-37.5625	146.4375
62	-37.5625	146.5625
63	-37.5625	146.6875
64	-37.4375	142.3125
65	-37.4375	142.4375
66	-37.4375	142.5625
67	-37.4375	142.6875
68	-37.4375	142.8125
69	-37.4375	142.9375
70	-37.4375	143.0625
71	-37.4375	143.1875
72	-37.4375	143.3125
73	-37.4375	143.4375
74	-37.4375	143.5625
75	-37.4375	143.6875
76	-37.4375	143.8125
77	-37.4375	143.9375
78	-37.4375	144.0625
79	-37.4375	144.1875
80	-37.4375	144.3125
81	-37.4375	144.4375
82	-37.4375	144.5625
83	-37.4375	144.6875
84	-37.4375	144.8125
85	-37.4375	144.9375
86	-37.4375	145.0625
87	-37.4375	145.1875
88	-37.4375	145.3125
89	-37.4375	145.4375
90	-37.4375	145.5625
91	-37.4375	145.6875
92	-37.4375	145.8125
93	-37.4375	145.9375
94	-37.4375	146.0625
95	-37.4375	146.1875
96	-37.4375	146.3125
97	-37.4375	146.4375
98	-37.4375	146.5625
99	-37.4375	146.6875
100	-37.4375	147.3125
101	-37.4375	147.4375
102	-37.4375	147.5625
103	-37.4375	147.6875
104	-37.3125	141.6875
105	-37.3125	141.8125
106	-37.3125	141.9375
107	-37.3125	142.0625
108	-37.3125	142.1875
109	-37.3125	142.3125
110	-37.3125	142.4375
111	-37.3125	142.5625
112	-37.3125	142.6875
113	-37.3125	142.8125
114	-37.3125	142.9375
115	-37.3125	143.0625
116	-37.3125	143.1875
117	-37.3125	143.3125
118	-37.3125	143.4375
119	-37.3125	143.5625
120	-37.3125	143.6875
121	-37.3125	143.8125
122	-37.3125	143.9375
123	-37.3125	144.0625
124	-37.3125	144.1875
125	-37.3125	144.3125
126	-37.3125	144.4375
127	-37.3125	144.5625
128	-37.3125	144.6875
129	-37.3125	144.8125
130	-37.3125	144.9375
131	-37.3125	145.0625
132	-37.3125	145.1875
133	-37.3125	145.3125
134	-37.3125	145.4375
135	-37.3125	145.5625
136	-37.3125	145.6875
137	-37.3125	145.8125
138	-37.3125	145.9375
139	-37.3125	146.0625
140	-37.3125	146.1875
141	-37.3125	146.3125
142	-37.3125	146.4375
143	-37.3125	146.5625
144	-37.3125	146.6875
145	-37.3125	146.8125
146	-37.3125	146.9375
147	-37.3125	147.1875
148	-37.3125	147.3125
149	-37.3125	147.4375
150	-37.3125	147.5625
151	-37.3125	147.6875
152	-37.3125	147.8125
153	-37.1875	141.5625
154	-37.1875	141.6875
155	-37.1875	141.8125
156	-37.1875	141.9375
157	-37.1875	142.0625
158	-37.1875	142.1875
159	-37.1875	142.3125
160	-37.1875	142.4375
161	-37.1875	142.5625
162	-37.1875	142.6875
163	-37.1875	142.8125
164	-37.1875	142.9375
165	-37.1875	143.0625
166	-37.1875	143.1875
